fecha;hospital;provincia;nuevos_hospitalizados_planta;hospitalizados_planta;nuevos_hospitalizados_uci;hospitalizados_uci;nuevas_altas;altas;nuevos_fallecimientos;fallecimientos;codigo_ine;posicion
2020-06-03;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-03;Complejo Asistencial Universitario de Salamanca;Salamanca;1;18;2;7;4;1243;1;364;37274;40.833333,-6.0
2020-06-04;Complejo Asistencial de Ávila;Ávila;0;7;0;2;0;651;0;139;5019;40.616092,-4.929031
2020-06-04;Complejo Asistencial Universitario de Palencia;Palencia;1;11;0;2;0;352;0;84;34120;42.432128,-4.520647
2020-06-04;Complejo Asistencial Universitario de Salamanca;Salamanca;3;18;0;5;4;1247;1;365;37274;40.833333,-6.0
2020-06-04;Hospital Universitario Río Hortega;Valladolid;0;19;0;7;2;790;0;163;47186;41.583333,-4.666667
2020-06-05;Complejo Asistencial de Ávila;Ávila;0;7;0;3;2;653;1;140;5019;40.616092,-4.929031
2020-06-05;Complejo Asistencial Universitario de León;León;0;5;0;6;5;1444;0;351;24089;42.666667,-6.0
2020-06-05;Complejo Asistencial de Segovia;Segovia;0;6;0;2;4;906;0;205;40004;41.166667,-4.0
2020-06-05;Hospital Universitario Río Hortega;Valladolid;4;18;0;7;4;794;0;163;47186;41.583333,-4.666667
2020-06-05;Complejo Asistencial de Zamora;Zamora;0;3;0;2;2;347;1;91;49275;41.75,-6.0
2020-06-06;Complejo Asistencial Universitario de León;León;0;5;0;6;1;1445;0;351;24089;42.666667,-6.0
2020-06-06;Hospital El Bierzo;León;0;1;0;0;0;287;0;72;24089;42.666667,-6.0
2020-06-06;Complejo Asistencial de Segovia;Segovia;0;6;0;2;0;906;0;205;40004;41.166667,-4.0
2020-06-06;Complejo Asistencial de Soria;Soria;1;6;0;4;1;415;0;120;42173;41.666667,-2.666667
2020-06-07;Complejo Asistencial Universitario de Burgos;Burgos;0;6;0;3;0;703;0;135;9059;42.383333,-3.666667
2020-06-07;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-07;Complejo Asistencial de Segovia;Segovia;0;7;1;3;0;906;0;205;40004;41.166667,-4.0
2020-06-07;Complejo Asistencial de Soria;Soria;0;6;0;4;0;415;0;120;42173;41.666667,-2.666667
2020-06-07;Hospital Clínico Universitario de Valladolid;Valladolid;1;17;0;4;0;805;0;191;47186;41.583333,-4.666667
2020-06-07;Complejo Asistencial de Zamora;Zamora;0;4;0;1;0;347;0;91;49275;41.75,-6.0
2020-06-08;Complejo Asistencial de Ávila;Ávila;0;10;0;2;0;653;0;140;5019;40.616092,-4.929031
2020-06-08;Complejo Asistencial Universitario de Burgos;Burgos;0;8;1;3;1;704;1;136;9059;42.383333,-3.666667
2020-06-08;Hospital Santiago Apóstol;Burgos;0;2;0;0;0;131;0;33;9059;42.383333,-3.666667
2020-06-08;Hospital El Bierzo;León;0;1;0;0;0;287;0;72;24089;42.666667,-6.0
2020-06-08;Complejo Asistencial Universitario de Palencia;Palencia;1;8;0;2;0;355;0;85;34120;42.432128,-4.520647
2020-06-08;Complejo Asistencial de Segovia;Segovia;0;7;0;3;0;906;0;205;40004;41.166667,-4.0
2020-06-08;Complejo Asistencial de Soria;Soria;1;7;0;4;0;415;0;120;42173;41.666667,-2.666667
2020-06-08;Hospital de Medina del Campo;Valladolid;0;0;0;0;0;126;0;27;47186;41.583333,-4.666667
2020-06-08;Complejo Asistencial de Zamora;Zamora;0;2;0;1;2;349;1;92;49275;41.75,-6.0
2020-06-09;Complejo Asistencial Universitario de León;León;0;5;0;6;0;1445;0;351;24089;42.666667,-6.0
2020-06-09;Hospital El Bierzo;León;0;1;0;0;0;287;0;72;24089;42.666667,-6.0
2020-06-09;Complejo Asistencial de Soria;Soria;1;8;0;3;0;415;0;120;42173;41.666667,-2.666667
2020-06-09;Hospital Universitario Río Hortega;Valladolid;0;16;0;5;4;800;2;166;47186;41.583333,-4.666667
2020-06-10;Complejo Asistencial de Soria;Soria;1;9;0;3;2;417;0;120;42173;41.666667,-2.666667
2020-06-11;Complejo Asistencial Universitario de Burgos;Burgos;0;9;0;2;0;706;0;137;9059;42.383333,-3.666667
2020-06-11;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-11;Hospital de Medina del Campo;Valladolid;0;1;0;0;0;126;0;27;47186;41.583333,-4.666667
2020-06-12;Complejo Asistencial de Ávila;Ávila;0;9;0;1;2;657;0;141;5019;40.616092,-4.929031
2020-06-12;Hospital Santiago Apóstol;Burgos;0;1;0;0;0;132;0;34;9059;42.383333,-3.666667
2020-06-12;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-12;Complejo Asistencial Universitario de Salamanca;Salamanca;0;11;0;2;2;1264;1;370;37274;40.833333,-6.0
2020-06-12;Complejo Asistencial de Segovia;Segovia;0;6;0;1;0;907;0;205;40004;41.166667,-4.0
2020-06-12;Hospital Clínico Universitario de Valladolid;Valladolid;1;16;0;3;4;813;0;192;47186;41.583333,-4.666667
2020-06-12;Hospital de Medina del Campo;Valladolid;0;1;0;0;0;126;0;27;47186;41.583333,-4.666667
2020-06-12;Hospital Universitario Río Hortega;Valladolid;1;10;0;5;4;815;0;166;47186;41.583333,-4.666667
2020-05-11;Complejo Asistencial de Ávila;Ávila;0;26;0;7;0;602;0;131;5019;40.616092,-4.929031
2020-05-11;Hospital Santos Reyes;Burgos;0;5;0;0;0;108;0;43;9059;42.383333,-3.666667
2020-05-11;Complejo Asistencial de Segovia;Segovia;2;59;0;5;0;837;0;199;40004;41.166667,-4.0
2020-05-11;Complejo Asistencial de Zamora;Zamora;1;31;0;7;1;307;1;83;49275;41.75,-6.0
2020-05-12;Complejo Asistencial de Segovia;Segovia;2;58;0;5;2;839;1;200;40004;41.166667,-4.0
2020-05-12;Hospital de Medina del Campo;Valladolid;0;11;0;0;1;109;0;24;47186;41.583333,-4.666667
2020-05-13;Hospital Santiago Apóstol;Burgos;1;6;0;0;2;121;0;32;9059;42.383333,-3.666667
2020-05-13;Complejo Asistencial Universitario de León;León;2;40;0;13;10;1289;2;329;24089;42.666667,-6.0
2020-05-13;Complejo Asistencial de Soria;Soria;1;23;0;8;3;389;0;119;42173;41.666667,-2.666667
2020-05-14;Complejo Asistencial de Ávila;Ávila;0;17;0;6;2;613;0;132;5019;40.616092,-4.929031
2020-05-14;Complejo Asistencial Universitario de Burgos;Burgos;1;30;0;15;2;659;0;130;9059;42.383333,-3.666667
2020-05-14;Hospital Santiago Apóstol;Burgos;0;5;0;0;1;122;0;32;9059;42.383333,-3.666667
2020-05-14;Complejo Asistencial Universitario de Salamanca;Salamanca;2;61;0;16;10;1167;1;354;37274;40.833333,-6.0
2020-05-14;Complejo Asistencial de Soria;Soria;0;23;0;7;1;390;0;119;42173;41.666667,-2.666667
2020-05-15;Hospital Santos Reyes;Burgos;0;3;0;0;1;111;0;43;9059;42.383333,-3.666667
2020-05-15;Complejo Asistencial de Soria;Soria;2;22;0;6;3;393;0;119;42173;41.666667,-2.666667
2020-05-17;Complejo Asistencial Universitario de Salamanca;Salamanca;0;50;1;15;3;1181;2;358;37274;40.833333,-6.0
2020-05-17;Hospital de Medina del Campo;Valladolid;1;7;0;0;1;115;0;25;47186;41.583333,-4.666667
2020-05-18;Complejo Asistencial Universitario de Burgos;Burgos;2;34;0;11;0;665;0;130;9059;42.383333,-3.666667
2020-05-18;Complejo Asistencial Universitario de León;León;1;31;0;12;2;1352;1;337;24089;42.666667,-6.0
2020-05-18;Complejo Asistencial Universitario de Salamanca;Salamanca;0;50;0;15;0;1181;0;358;37274;40.833333,-6.0
2020-05-19;Complejo Asistencial de Ávila;Ávila;0;17;0;5;4;627;0;133;5019;40.616092,-4.929031
2020-05-19;Complejo Asistencial Universitario de Burgos;Burgos;0;28;0;10;5;670;0;130;9059;42.383333,-3.666667
2020-05-19;Complejo Asistencial Universitario de Palencia;Palencia;0;13;0;4;1;334;0;83;34120;42.432128,-4.520647
2020-05-20;Complejo Asistencial Universitario de Palencia;Palencia;1;14;0;3;2;336;0;83;34120;42.432128,-4.520647
2020-05-20;Complejo Asistencial de Segovia;Segovia;1;53;0;5;3;873;0;202;40004;41.166667,-4.0
2020-05-21;Hospital de Medina del Campo;Valladolid;0;2;0;0;3;122;0;27;47186;41.583333,-4.666667
2020-05-22;Complejo Asistencial Universitario de Burgos;Burgos;0;20;0;8;1;679;0;130;9059;42.383333,-3.666667
2020-05-22;Complejo Asistencial Universitario de Salamanca;Salamanca;4;38;0;12;5;1199;1;359;37274;40.833333,-6.0
2020-05-22;Hospital Universitario Río Hortega;Valladolid;0;27;0;11;4;745;0;157;47186;41.583333,-4.666667
2020-05-23;Complejo Asistencial Universitario de León;León;1;15;0;9;10;1396;2;344;24089;42.666667,-6.0
2020-05-23;Hospital Universitario Río Hortega;Valladolid;0;23;0;17;12;757;1;158;47186;41.583333,-4.666667
2020-05-24;Complejo Asistencial Universitario de Burgos;Burgos;1;17;0;5;1;685;1;132;9059;42.383333,-3.666667
2020-05-24;Complejo Asistencial Universitario de León;León;2;15;0;9;2;1398;1;345;24089;42.666667,-6.0
2020-05-24;Hospital de Medina del Campo;Valladolid;0;1;0;0;0;123;0;27;47186;41.583333,-4.666667
2020-05-25;Hospital Clínico Universitario de Valladolid;Valladolid;0;38;0;5;0;764;0;188;47186;41.583333,-4.666667
2020-05-26;Complejo Asistencial de Zamora;Zamora;1;13;0;2;0;333;1;86;49275;41.75,-6.0
2020-05-27;Complejo Asistencial de Ávila;Ávila;1;10;0;4;0;644;0;137;5019;40.616092,-4.929031
2020-05-27;Complejo Asistencial Universitario de Burgos;Burgos;1;14;0;5;2;692;0;132;9059;42.383333,-3.666667
2020-05-27;Complejo Asistencial Universitario de León;León;2;10;0;8;12;1416;0;346;24089;42.666667,-6.0
2020-03-18;Hospital Santos Reyes;Burgos;0;8;0;0;1;0;0;0;9059;42.383333,-3.666667
2020-03-18;Complejo Asistencial Universitario de Burgos;Burgos;3;53;0;19;0;9;0;5;9059;42.383333,-3.666667
2020-03-18;Complejo Asistencial Universitario de Palencia;Palencia;2;7;0;1;0;1;0;0;34120;42.432128,-4.520647
2020-03-18;Hospital Clínico Universitario de Valladolid;Valladolid;6;20;1;5;0;0;0;0;47186;41.583333,-4.666667
2020-03-19;Complejo Asistencial Universitario de Burgos;Burgos;1;61;0;22;0;10;0;8;9059;42.383333,-3.666667
2020-03-19;Complejo Asistencial Universitario de Palencia;Palencia;8;15;0;1;0;1;0;0;34120;42.432128,-4.520647
2020-03-19;Complejo Asistencial Universitario de Salamanca;Salamanca;32;71;1;5;4;8;4;12;37274;40.833333,-6.0
2020-03-19;Hospital de Medina del Campo;Valladolid;8;2;1;0;0;1;1;0;47186;41.583333,-4.666667
2020-03-20;Hospital Santiago Apóstol;Burgos;4;7;0;0;1;5;0;0;9059;42.383333,-3.666667
2020-03-20;Hospital Santos Reyes;Burgos;8;13;0;0;0;0;1;1;9059;42.383333,-3.666667
2020-03-20;Complejo Asistencial Universitario de León;León;17;53;0;6;0;3;0;5;24089;42.666667,-6.0
2020-03-20;Hospital El Bierzo;León;2;10;0;1;0;0;0;0;24089;42.666667,-6.0
2020-03-21;Complejo Asistencial de Ávila;Ávila;22;49;1;4;10;14;3;7;5019;40.616092,-4.929031
2020-03-21;Complejo Asistencial Universitario de Burgos;Burgos;17;84;2;28;4;20;1;12;9059;42.383333,-3.666667
2020-03-21;Hospital Santiago Apóstol;Burgos;5;7;0;0;2;7;1;1;9059;42.383333,-3.666667
2020-03-21;Complejo Asistencial Universitario de Salamanca;Salamanca;33;121;5;12;3;13;2;15;37274;40.833333,-6.0
2020-03-21;Complejo Asistencial de Soria;Soria;10;39;1;7;1;5;1;6;42173;41.666667,-2.666667
2020-03-21;Complejo Asistencial de Zamora;Zamora;5;35;2;8;1;3;1;2;49275;41.75,-6.0
2020-03-22;Complejo Asistencial de Ávila;Ávila;14;59;0;4;2;16;2;9;5019;40.616092,-4.929031
2020-03-22;Complejo Asistencial Universitario de Salamanca;Salamanca;34;147;2;14;7;20;6;21;37274;40.833333,-6.0
2020-03-22;Complejo Asistencial de Soria;Soria;6;39;2;8;3;8;2;8;42173;41.666667,-2.666667
2020-03-22;Hospital de Medina del Campo;Valladolid;2;6;0;0;0;3;0;1;47186;41.583333,-4.666667
2020-03-23;Complejo Asistencial de Ávila;Ávila;18;83;0;4;1;17;1;10;5019;40.616092,-4.929031
2020-03-23;Complejo Asistencial Universitario de Burgos;Burgos;11;105;7;37;1;21;1;14;9059;42.383333,-3.666667
2020-03-23;Hospital Santiago Apóstol;Burgos;2;11;0;0;0;8;0;2;9059;42.383333,-3.666667
2020-03-23;Hospital El Bierzo;León;3;16;1;6;0;0;0;0;24089;42.666667,-6.0
2020-03-24;Complejo Asistencial de Ávila;Ávila;33;89;1;5;6;23;4;15;5019;40.616092,-4.929031
2020-03-24;Complejo Asistencial Universitario de León;León;29;164;1;14;4;20;4;24;24089;42.666667,-6.0
2020-03-24;Complejo Asistencial de Soria;Soria;30;53;4;11;6;14;2;13;42173;41.666667,-2.666667
2020-03-25;Hospital Santos Reyes;Burgos;3;30;0;0;0;0;1;5;9059;42.383333,-3.666667
2020-03-25;Complejo Asistencial Universitario de Salamanca;Salamanca;45;218;6;27;15;57;8;46;37274;40.833333,-6.0
2020-03-25;Complejo Asistencial de Segovia;Segovia;24;90;2;14;15;47;7;34;40004;41.166667,-4.0
2020-03-25;Hospital Clínico Universitario de Valladolid;Valladolid;42;114;2;20;6;16;3;12;47186;41.583333,-4.666667
2020-03-25;Hospital de Medina del Campo;Valladolid;2;12;0;0;0;5;0;2;47186;41.583333,-4.666667
2020-03-26;Hospital Santos Reyes;Burgos;5;36;0;0;0;0;0;5;9059;42.383333,-3.666667
2020-03-26;Complejo Asistencial Universitario de Palencia;Palencia;22;68;0;14;3;14;2;5;34120;42.432128,-4.520647
2020-03-26;Complejo Asistencial Universitario de Salamanca;Salamanca;48;245;5;32;16;73;8;54;37274;40.833333,-6.0
2020-03-26;Complejo Asistencial de Segovia;Segovia;91;181;4;22;15;62;3;37;40004;41.166667,-4.0
2020-03-26;Complejo Asistencial de Soria;Soria;30;80;0;14;13;32;2;16;42173;41.666667,-2.666667
2020-03-27;Complejo Asistencial Universitario de Burgos;Burgos;34;181;1;49;23;75;4;28;9059;42.383333,-3.666667
2020-03-27;Hospital Santos Reyes;Burgos;6;42;0;0;1;1;0;5;9059;42.383333,-3.666667
2020-03-27;Complejo Asistencial Universitario de León;León;79;300;1;26;20;66;9;53;24089;42.666667,-6.0
2020-03-27;Complejo Asistencial Universitario de Salamanca;Salamanca;53;273;1;33;24;97;16;70;37274;40.833333,-6.0
2020-03-27;Hospital Clínico Universitario de Valladolid;Valladolid;43;171;4;27;10;34;5;22;47186;41.583333,-4.666667
2020-03-28;Hospital Santos Reyes;Burgos;13;48;0;0;3;4;1;6;9059;42.383333,-3.666667
2020-03-28;Hospital El Bierzo;León;13;70;0;8;11;14;2;4;24089;42.666667,-6.0
2020-03-28;Complejo Asistencial de Segovia;Segovia;0;297;0;22;19;111;7;51;40004;41.166667,-4.0
2020-03-28;Complejo Asistencial de Zamora;Zamora;3;87;1;11;0;27;4;16;49275;41.75,-6.0
2020-03-29;Complejo Asistencial Universitario de León;León;47;366;2;34;18;103;9;72;24089;42.666667,-6.0
2020-03-29;Complejo Asistencial de Segovia;Segovia;0;292;1;23;20;131;7;58;40004;41.166667,-4.0
2020-03-29;Hospital Clínico Universitario de Valladolid;Valladolid;9;211;4;42;4;46;4;28;47186;41.583333,-4.666667
2020-03-30;Complejo Asistencial Universitario de Burgos;Burgos;26;196;3;52;34;143;10;44;9059;42.383333,-3.666667
2020-03-30;Hospital Santiago Apóstol;Burgos;1;22;0;0;1;24;0;7;9059;42.383333,-3.666667
2020-03-30;Hospital El Bierzo;León;4;87;0;11;6;21;3;8;24089;42.666667,-6.0
2020-03-30;Complejo Asistencial Universitario de Palencia;Palencia;14;112;1;19;5;33;5;18;34120;42.432128,-4.520647
2020-03-30;Complejo Asistencial Universitario de Salamanca;Salamanca;16;319;4;51;24;181;11;110;37274;40.833333,-6.0
2020-03-30;Complejo Asistencial de Segovia;Segovia;0;312;0;23;25;156;11;69;40004;41.166667,-4.0
2020-03-30;Complejo Asistencial de Soria;Soria;12;112;0;19;10;71;7;37;42173;41.666667,-2.666667
2020-03-31;Complejo Asistencial de Ávila;Ávila;22;144;3;16;20;111;8;54;5019;40.616092,-4.929031
2020-03-31;Complejo Asistencial Universitario de Salamanca;Salamanca;57;348;3;53;28;209;13;123;37274;40.833333,-6.0
2020-03-31;Complejo Asistencial de Segovia;Segovia;13;310;3;23;33;189;8;77;40004;41.166667,-4.0
2020-03-31;Complejo Asistencial de Soria;Soria;15;118;0;19;16;87;7;44;42173;41.666667,-2.666667
2020-04-01;Hospital Santiago Apóstol;Burgos;7;26;0;0;3;33;2;10;9059;42.383333,-3.666667
2020-04-01;Hospital Santos Reyes;Burgos;7;42;0;0;8;26;3;16;9059;42.383333,-3.666667
2020-04-01;Complejo Asistencial Universitario de Salamanca;Salamanca;28;351;3;54;26;235;12;135;37274;40.833333,-6.0
2020-04-01;Complejo Asistencial de Zamora;Zamora;8;97;0;14;8;51;2;25;49275;41.75,-6.0
2020-04-02;Hospital El Bierzo;León;4;79;0;12;22;56;7;18;24089;42.666667,-6.0
2020-04-02;Complejo Asistencial de Segovia;Segovia;47;317;1;24;25;235;7;88;40004;41.166667,-4.0
2020-04-02;Hospital Clínico Universitario de Valladolid;Valladolid;28;231;1;50;31;120;11;48;47186;41.583333,-4.666667
2020-04-02;Hospital Universitario Río Hortega;Valladolid;11;180;3;46;37;196;4;51;47186;41.583333,-4.666667
2020-04-03;Complejo Asistencial Universitario de Burgos;Burgos;14;176;2;54;13;222;4;61;9059;42.383333,-3.666667
2020-04-03;Complejo Asistencial Universitario de León;León;21;353;0;38;47;267;14;123;24089;42.666667,-6.0
2020-04-03;Hospital El Bierzo;León;1;68;0;11;16;72;3;21;24089;42.666667,-6.0
2020-04-03;Complejo Asistencial Universitario de Salamanca;Salamanca;34;382;4;54;29;301;12;167;37274;40.833333,-6.0
2020-04-03;Complejo Asistencial de Segovia;Segovia;8;290;0;24;36;271;7;95;40004;41.166667,-4.0
2020-04-03;Hospital Clínico Universitario de Valladolid;Valladolid;32;244;3;52;20;140;5;53;47186;41.583333,-4.666667
2020-04-04;Complejo Asistencial Universitario de Burgos;Burgos;7;167;2;55;20;242;3;64;9059;42.383333,-3.666667
2020-04-04;Complejo Asistencial Universitario de León;León;15;316;1;39;52;319;14;137;24089;42.666667,-6.0
2020-04-04;Complejo Asistencial Universitario de Salamanca;Salamanca;23;372;3;55;31;332;11;178;37274;40.833333,-6.0
2020-04-05;Hospital Santiago Apóstol;Burgos;2;25;0;0;2;43;0;11;9059;42.383333,-3.666667
2020-04-05;Hospital Santos Reyes;Burgos;6;41;0;0;6;46;6;27;9059;42.383333,-3.666667
2020-04-05;Complejo Asistencial Universitario de León;León;15;278;1;40;53;372;16;153;24089;42.666667,-6.0
2020-04-05;Hospital El Bierzo;León;4;70;0;11;1;80;0;22;24089;42.666667,-6.0
2020-04-05;Complejo Asistencial de Segovia;Segovia;36;241;1;22;29;340;5;107;40004;41.166667,-4.0
2020-04-05;Complejo Asistencial de Soria;Soria;12;137;1;20;13;149;9;61;42173;41.666667,-2.666667
2020-04-06;Hospital Santos Reyes;Burgos;3;40;0;0;4;50;4;31;9059;42.383333,-3.666667
2020-04-06;Complejo Asistencial Universitario de Salamanca;Salamanca;24;352;1;53;36;402;15;209;37274;40.833333,-6.0
2020-04-06;Hospital de Medina del Campo;Valladolid;2;37;1;1;3;26;1;9;47186;41.583333,-4.666667
2020-04-06;Hospital Universitario Río Hortega;Valladolid;6;161;0;49;10;266;3;63;47186;41.583333,-4.666667
2020-04-06;Complejo Asistencial de Zamora;Zamora;2;103;0;12;7;100;1;38;49275;41.75,-6.0
2020-04-07;Complejo Asistencial Universitario de León;León;14;214;0;41;51;464;8;170;24089;42.666667,-6.0
2020-04-07;Complejo Asistencial Universitario de Salamanca;Salamanca;23;341;2;50;37;439;8;217;37274;40.833333,-6.0
2020-04-07;Hospital de Medina del Campo;Valladolid;4;36;1;1;4;30;1;10;47186;41.583333,-4.666667
2020-04-08;Complejo Asistencial Universitario de Palencia;Palencia;5;100;0;18;11;137;0;41;34120;42.432128,-4.520647
2020-04-08;Complejo Asistencial de Soria;Soria;17;121;0;23;10;182;2;66;42173;41.666667,-2.666667
2020-04-08;Hospital de Medina del Campo;Valladolid;4;34;1;1;4;34;0;10;47186;41.583333,-4.666667
2020-04-09;Complejo Asistencial de Ávila;Ávila;9;156;0;13;25;297;5;90;5019;40.616092,-4.929031
2020-04-09;Complejo Asistencial Universitario de León;León;17;215;0;41;36;550;6;187;24089;42.666667,-6.0
2020-04-09;Hospital El Bierzo;León;11;65;1;12;10;116;2;31;24089;42.666667,-6.0
2020-04-09;Complejo Asistencial Universitario de Salamanca;Salamanca;18;341;3;47;30;507;6;231;37274;40.833333,-6.0
2020-04-09;Hospital Universitario Río Hortega;Valladolid;12;140;1;49;19;329;2;71;47186;41.583333,-4.666667
2020-04-09;Complejo Asistencial de Zamora;Zamora;5;94;0;12;10;129;5;48;49275;41.75,-6.0
2020-04-10;Complejo Asistencial de Ávila;Ávila;14;134;0;12;28;325;3;93;5019;40.616092,-4.929031
2020-04-10;Complejo Asistencial Universitario de Burgos;Burgos;11;135;0;48;18;343;1;79;9059;42.383333,-3.666667
2020-04-10;Hospital El Bierzo;León;3;64;0;11;5;121;0;31;24089;42.666667,-6.0
2020-04-10;Hospital de Medina del Campo;Valladolid;4;31;1;1;3;40;1;12;47186;41.583333,-4.666667
2020-04-10;Hospital Universitario Río Hortega;Valladolid;17;131;0;48;30;359;6;77;47186;41.583333,-4.666667
2020-04-11;Hospital Santiago Apóstol;Burgos;2;20;0;0;8;64;0;16;9059;42.383333,-3.666667
2020-04-11;Complejo Asistencial Universitario de León;León;10;200;0;40;36;625;5;204;24089;42.666667,-6.0
2020-04-11;Complejo Asistencial Universitario de Palencia;Palencia;9;96;2;21;9;171;2;46;34120;42.432128,-4.520647
2020-04-11;Complejo Asistencial Universitario de Salamanca;Salamanca;20;307;1;43;37;579;8;244;37274;40.833333,-6.0
2020-04-11;Hospital Clínico Universitario de Valladolid;Valladolid;7;183;0;47;33;358;6;101;47186;41.583333,-4.666667
2020-04-12;Complejo Asistencial de Ávila;Ávila;9;128;0;10;3;350;0;94;5019;40.616092,-4.929031
2020-04-12;Complejo Asistencial Universitario de Burgos;Burgos;12;143;0;48;9;362;1;82;9059;42.383333,-3.666667
2020-04-12;Hospital Santiago Apóstol;Burgos;0;15;0;0;5;69;2;18;9059;42.383333,-3.666667
2020-04-12;Complejo Asistencial Universitario de Salamanca;Salamanca;16;298;0;43;28;607;8;252;37274;40.833333,-6.0
2020-04-12;Complejo Asistencial de Segovia;Segovia;6;140;1;21;18;508;7;146;40004;41.166667,-4.0
2020-04-12;Complejo Asistencial de Soria;Soria;4;101;0;20;9;237;3;83;42173;41.666667,-2.666667
2020-04-12;Hospital Clínico Universitario de Valladolid;Valladolid;7;179;1;47;12;370;5;106;47186;41.583333,-4.666667
2020-04-12;Hospital de Medina del Campo;Valladolid;2;29;0;2;1;48;1;13;47186;41.583333,-4.666667
2020-04-12;Complejo Asistencial de Zamora;Zamora;2;78;0;10;7;155;0;51;49275;41.75,-6.0
2020-04-13;Complejo Asistencial de Soria;Soria;1;99;0;20;5;242;2;85;42173;41.666667,-2.666667
2020-04-13;Hospital de Medina del Campo;Valladolid;1;29;0;1;0;48;0;13;47186;41.583333,-4.666667
2020-04-14;Hospital El Bierzo;León;3;56;0;10;7;144;2;40;24089;42.666667,-6.0
2020-04-14;Hospital Clínico Universitario de Valladolid;Valladolid;13;173;0;41;24;404;4;115;47186;41.583333,-4.666667
2020-04-15;Complejo Asistencial de Ávila;Ávila;7;100;0;12;24;402;4;104;5019;40.616092,-4.929031
2020-04-15;Complejo Asistencial Universitario de Burgos;Burgos;9;135;1;46;11;405;0;86;9059;42.383333,-3.666667
2020-04-15;Hospital Santos Reyes;Burgos;0;19;0;0;3;84;0;41;9059;42.383333,-3.666667
2020-04-15;Hospital El Bierzo;León;0;56;0;7;13;157;2;42;24089;42.666667,-6.0
2020-04-15;Complejo Asistencial Universitario de Palencia;Palencia;4;84;1;23;3;195;1;53;34120;42.432128,-4.520647
2020-04-15;Complejo Asistencial Universitario de Salamanca;Salamanca;17;262;2;44;28;686;6;267;37274;40.833333,-6.0
2020-04-15;Complejo Asistencial de Zamora;Zamora;8;77;3;13;7;182;1;55;49275;41.75,-6.0
2020-04-16;Complejo Asistencial Universitario de Burgos;Burgos;14;138;0;43;12;417;2;88;9059;42.383333,-3.666667
2020-04-16;Hospital de Medina del Campo;Valladolid;0;13;0;1;6;64;0;14;47186;41.583333,-4.666667
2020-04-17;Complejo Asistencial de Ávila;Ávila;9;93;0;9;20;437;0;107;5019;40.616092,-4.929031
2020-04-17;Complejo Asistencial Universitario de Burgos;Burgos;11;135;0;39;20;437;6;94;9059;42.383333,-3.666667
2020-04-17;Hospital El Bierzo;León;4;32;0;7;10;186;3;46;24089;42.666667,-6.0
2020-04-17;Hospital Universitario Río Hortega;Valladolid;5;66;1;45;10;481;2;95;47186;41.583333,-4.666667
2020-04-17;Complejo Asistencial de Zamora;Zamora;7;79;0;12;6;197;4;61;49275;41.75,-6.0
2020-04-18;Hospital Santiago Apóstol;Burgos;6;15;0;0;2;81;0;23;9059;42.383333,-3.666667
2020-04-18;Hospital El Bierzo;León;6;31;0;7;9;195;2;48;24089;42.666667,-6.0
2020-04-18;Complejo Asistencial Universitario de Salamanca;Salamanca;23;256;1;42;28;761;3;276;37274;40.833333,-6.0
2020-04-18;Hospital Clínico Universitario de Valladolid;Valladolid;6;118;0;39;20;494;7;131;47186;41.583333,-4.666667
2020-04-19;Hospital Santos Reyes;Burgos;0;12;0;0;2;93;0;42;9059;42.383333,-3.666667
2020-04-19;Complejo Asistencial Universitario de Salamanca;Salamanca;19;257;1;40;20;781;6;282;37274;40.833333,-6.0
2020-04-19;Hospital de Medina del Campo;Valladolid;2;16;0;1;0;65;1;17;47186;41.583333,-4.666667
2020-04-19;Hospital Universitario Río Hortega;Valladolid;2;82;0;41;6;492;5;101;47186;41.583333,-4.666667
2020-04-20;Complejo Asistencial Universitario de Burgos;Burgos;6;122;1;41;7;467;3;102;9059;42.383333,-3.666667
2020-04-20;Hospital Santos Reyes;Burgos;0;13;0;0;0;93;0;42;9059;42.383333,-3.666667
2020-04-20;Complejo Asistencial Universitario de Palencia;Palencia;1;66;0;21;2;223;2;61;34120;42.432128,-4.520647
2020-04-20;Complejo Asistencial de Segovia;Segovia;4;122;0;18;9;656;3;172;40004;41.166667,-4.0
2020-04-20;Complejo Asistencial de Soria;Soria;4;70;0;16;1;299;1;96;42173;41.666667,-2.666667
2020-04-20;Complejo Asistencial de Zamora;Zamora;5;75;0;12;3;219;1;65;49275;41.75,-6.0
2020-04-21;Complejo Asistencial Universitario de León;León;8;110;0;31;39;916;7;260;24089;42.666667,-6.0
2020-04-21;Complejo Asistencial de Segovia;Segovia;3;111;0;15;19;675;3;175;40004;41.166667,-4.0
2020-04-21;Hospital de Medina del Campo;Valladolid;4;19;0;1;2;67;0;17;47186;41.583333,-4.666667
2020-04-22;Complejo Asistencial Universitario de Palencia;Palencia;3;61;0;19;8;235;2;63;34120;42.432128,-4.520647
